name,translatable,values,values-de-rDE,values-en-rCA,values-en-rGB,values-fr,values-fr-rCA,values-fr-rFR,values-nl,values-sv,values-it,values-fr-rBE,values-nl-rBE,values-en-rBE,values-fr-rCH,values-de-rCH,values-fr-rLU,values-de-rLU,values-en-rLU,values-de-rAT,values-en-rIE,values-pl,values-fi,values-es,values-cs,values-hu
share_job_chooser_title,TRUE,Share this Job,Job teilen,Share this Job,Share this Job,Partager cette offre,Partager cette offre,Partager cette offre,Deel deze vacature.,Dela det här jobbet,Condividi questo annuncio,Partager cette offre,Deel deze vacature.,Share this Job,Partager cette offre,Job teilen,Partager cette offre,Job teilen,Share this Job,Job teilen,Share this Job,Udostępnij ofertę,Jaa tämä työpaikka,Compartir esta oferta,Sdílet tuto nabídku,Állás megosztása
share_job_subject,TRUE,Great Monster Jobs,Interessante Jobs bei Monster,Great Monster Jobs,Great Monster Jobs,Les top jobs de Monster,Les top jobs de Monster,Les top jobs de Monster,Gave vacatures op Monsterboard.,Monsters toppjobb,I migliori annunci di Monster,Les top jobs de Monster,Leuke vacatures op Monster.,Great Monster Jobs,Les top jobs de Monster,Interessante Jobs bei Monster,Les top jobs de Monster,Interessante Jobs bei Monster,Great Monster Jobs,Interessante Jobs bei Monster,Great Monster Jobs,Ciekawe oferty pracy od MonsterPolska,Hienoja työpaikkoja Monsterissa,Las mejores ofertas de empleo de Monster,Zajímavé nabídky práce na Monster,Állás a Monsteren
share_jobr,TRUE,Share Jobr,Teile die App!,Share Jobr,Share Monster,Partagez Monster,Partager Monster,Partagez Monster,Deel de Monster app,Dela Monsterappen,Condividi Monster,Partagez Monster,Deel de Monster app,Share Monster,Partagez Monster,Teile die App!,Partagez Monster,Teile die App!,Share Monster,Teile die App!,Share Monster,Udostępnij aplikację,Jaa Jobr,Compartir Monster,Sdílet aplikaci,Jobr megosztása
show_jobs,TRUE,Show me jobs!,Zeig mir Jobs!,Show me jobs!,Show me jobs!,Montrez-moi les offres !,Montrez-moi les offres !,Montrez-moi les offres !,Laat me vacatures zien.,Visa mig de senaste jobben,Mostrami annunci!,Montrez-moi les offres !,Laat me vacatures zien.,Show me jobs!,Montrez-moi les offres !,Zeig mir Jobs!,Montrez-moi les offres !,Zeig mir Jobs!,Show me jobs!,Zeig mir Jobs!,Show me jobs!,Pokaż oferty pracy!,Näytä työpaikkoja!,¡Mostrarme ofertas!,Ukaž mi nabídky práce!,Mutass állásokat!
show_password,TRUE,Show password,Passwort anzeigen,Show password,Show password,Montrer le mot de passe,Montrer le mot de passe,Montrer le mot de passe,Wachtwoord tonen,Visa lösenord,Mostra password,Montrer le mot de passe,Paswoord tonen,Show password,Montrer le mot de passe,Passwort anzeigen,Montrer le mot de passe,Passwort anzeigen,Show password,Passwort anzeigen,Show password,Pokaż hasło,Näytä salasana,Mostrar la contraseña,Ukázat heslo,Jelszó mutatása
sign_in,TRUE,Sign In,Anmelden,Sign In,Sign In,Connexion,Connectez-vous,Connexion,Log in,Logga in,Accedi,Connexion,Log in,Sign In,Connexion,Anmelden,Connexion,Anmelden,Sign In,Anmelden,Sign In,Zaloguj się,Kirjaudu sisään,Conectarse,Přihlásit se,Bejelentkezés
sign_out,TRUE,Sign Out,Abmelden,Sign Out,Sign Out,Se déconnecter,Se déconnecter,Se déconnecter,Log uit,Logga ut,Esci,Se déconnecter,Log uit,Sign Out,Se déconnecter,Abmelden,Se déconnecter,Abmelden,Sign Out,Abmelden,Sign Out,Wyloguj się,Kirjaudu ulos,Desconectarse,Odhlásit se,Kijelentkezés
skill,TRUE,Skill,Fähigkeit eingeben,Skill,Skill,Compétence,Compétence,Compétence,Vaardigheid,Färdighet,Competenza,Compétence,Vaardigheid,Skill,Compétence,Fähigkeit eingeben,Compétence,Fähigkeit eingeben,Skill,Fähigkeit eingeben,Skill,Umiejętność,Taito,Habilidad,Dovednost,Készség
skills,TRUE,Skills,Fähigkeiten,Skills,Skills,Mes compétences,Mes compétences,Mes compétences,Vaardigheden,Färdigheter,Competenze,Mes compétences,Vaardigheden,Skills,Mes compétences,Fähigkeiten,Mes compétences,Fähigkeiten,Skills,Fähigkeiten,Skills,Umiejętności,Taidot,Habilidades,Dovednosti,Készségek
skip,TRUE,Skip »,Abbrechen »,Skip »,Skip »,Passer »,Passer »,Passer »,Sla over »,Hoppa över »,Salta »,Passer »,Sla over »,Skip »,Passer »,Abbrechen »,Passer »,Abbrechen »,Skip »,Abbrechen »,Skip »,Pomiń »,Ohita,Saltar »,Přeskočit »,Kihagyás »
some_college,TRUE,Some College Coursework Completed,Studium ohne Abschluss,Some College Coursework Completed,Some College Coursework Completed,Niveau universitaire,Certains travaux collégiaux ont été achevés,Niveau universitaire,Enkele colleges,Enstaka kurser,Università non completata,Niveau universitaire,Enkele colleges,Some College Coursework Completed,Études sand diplôme,Studium ohne Abschluss,Niveau universitaire,Studium ohne Abschluss,Some College Coursework Completed,Studium ohne Abschluss,Some College Coursework Completed,Zajęcia dodatkowe na studiach,Korkeakoulu: Joitain kursseja suoritettu,Universitario / Técnico superior sin completar,Částečně vystudovaná vysoká škola,Felsőfokú tanulmányok (diploma nélkül)
some_high_school,TRUE,Some High School Coursework,Haupt-/Realschulabschluss oder gleichwertig,Some High School Coursework,Some Secondary School Coursework,Niveau lycée,Quelques travaux de lycée,Niveau lycée,Lager onderwijs,Enstaka eftergymnasiala kurser,Scuola Superiore non completata,Etudes Secondaires,Lager onderwijs,Some Secondary School Coursework,Maturité non validé,Sekundarabschluss oder gleichwertig,Niveau lycée,Haupt-/Realschulabschluss oder gleichwertig,Some Secondary School Coursework,Haupt-/Realschulabschluss oder gleichwertig,Some Secondary School Coursework,Zajęcia dodatkowe w liceum,Lukio: Joitain kursseja suoritettu,Bach. o ciclo formativo sin completar,Částečně vystudovaná střední škola,Középiskolai tanulmányok
source,TRUE,Source,Quelle,Source,Source,Source,Source,Source,Bron,Källa,Fonte,Source,Bron,Source,Source,Quelle,Source,Quelle,Source,Quelle,Source,Źródło,Lähde,Fuente de información,Zdroj,Forrás
start_date,TRUE,Start date,Anfang,Start date,Start date,Date de début,Date de début,Date de début,Startdatum,Startdatum,Data d'inizio,Date de début,Startdatum,Start date,Date de début,Anfang,Date de début,Anfang,Start date,Anfang,Start date,Data rozpoczęcia,Aloituspäivä,Fecha de inicio,Datum zahájení,Kezdete
start_the_conversation,TRUE,Start the conversation…,Gespräch beginnen,Start the conversation…,Start the conversation…,Démarrer la conversation…,Démarrer la conversation…,Démarrer la conversation…,Start het gesprek…,Påbörja konversation,Inizia la conversazione...,Démarrer la conversation…,Start het gesprek…,Start the conversation…,Démarrer la conversation…,Gespräch beginnen,Démarrer la conversation…,Gespräch beginnen,Start the conversation…,Gespräch beginnen,Start the conversation…,Rozpocznij rozmowę,Aloita keskustelu...,Empezar la conversación...,Začněte konverzaci...,Beszélgetés kezdése …
status,TRUE,Status,Status,Status,Status,Statut,Statut,Statut,Status,Status,Status,Statut,Status,Status,Statut,Status,Statut,Status,Status,Status,Status,Status,Tila,Estado,Stav,Státusz
status_canceled,TRUE,Canceled,Abgebrochen,Canceled,Canceled,Annulée,Annulée,Annulée,Geannuleerd,Avbruten,Cancellata,Annulée,Geannuleerd,Canceled,Annulée,Abgebrochen,Annulée,Abgebrochen,Canceled,Abgebrochen,Canceled,Anulowana,Peruttu,Cancelada,Zrušeno,Meghiúsult
status_expired,TRUE,Expired,Abgelaufen,Expired,Expired,Expirée,Expirée,Expirée,Verlopen,Inte längre tillgängligt,Scaduta,Expirée,Verlopen,Expired,Expirée,Abgelaufen,Expirée,Abgelaufen,Expired,Abgelaufen,Expired,Wygasła,Vanhentunut,Caducada,Vypršeno,Lejárt
status_not_submitted,TRUE,Not Submitted,Nicht versendet,Not Submitted,Not Submitted,Erreur,Pas soumise,Erreur,Niet verstuurd,Inte skickad,Non inviata,Erreur,Niet verstuurd,Not Submitted,Erreur,Nicht versendet,Erreur,Nicht versendet,Not Submitted,Nicht versendet,Not Submitted,Niewysłana,Ei lähetetty,Error,Nepotvrzeno,Nincs beküldve
status_offsite,TRUE,Offsite,Externe Bewerbung,Offsite,Offsite,Via le site de l'entreprise,Via le site de l'entreprise ,Via le site de l'entreprise,Via site van werkgever,På arbetsgivarens webbplats,Attraverso il sito dell'azienda,Via le site de l'entreprise,Via site van werkgever,Offsite,Via le site de l'entreprise,Externe Bewerbung,Via le site de l'entreprise,Externe Bewerbung,Offsite,Externe Bewerbung,Offsite,Poza serwisem,Ei määrättyä sijaintia,En la web de la empresa,Externě,Külső weboldalon
status_pending,TRUE,Pending,Ausstehend,Pending,Pending,En cours,En cours,En cours,In afwachting,Pågående,In corso,En cours,In afwachting,Pending,En cours,Ausstehend,En cours,Ausstehend,Pending,Ausstehend,Pending,W toku…,Odottaa,Pendiente,Čekající,Függőben lévő
status_submitted,TRUE,Submitted,Versendet,Submitted,Submitted,Envoyée,Envoyée,Envoyée,Verstuurd,Skickad,Inviata,Envoyée,Verstuurd,Submitted,Envoyée,Versendet,Envoyée,Versendet,Submitted,Versendet,Submitted,Przesłana,Lähetetty,Enviada,Potvrzeno,Beküldve
submit,TRUE,Submit,Senden,Submit,Submit,Valider,Valider,Valider,Versturen,Skicka,Invia,Valider,Versturen,Submit,Valider,Senden,Valider,Senden,Submit,Senden,Submit,Wyślij,Lähetä,Validar,Potvrdit,Beküldés
summary,TRUE,Summary,Zusammenfassung,Summary,Summary,Mon résumé,Mon résumé,Mon résumé,Samenvatting,Sammanfattning,Riepilogo,Mon résumé,Samenvatting,Summary,Mon résumé,Zusammenfassung,Mon résumé,Zusammenfassung,Summary,Zusammenfassung,Summary,Podsumowanie,Yhteenveto,Resumen,Souhrn,Összegzés
summary_hint,TRUE,Summarize your career goals,Nenne deine Karriereziele,Summarize your career goals,Summarise your career goals,Résumez votre parcours et votre objectif de carrière,Résumez votre objectif de carrière,Résumez votre parcours et votre objectif de carrière,Vat jouw carrièredoelen samen.,Sammanfatta dina karriärmål,Riassumi le tue esperienze e i tuoi obiettivi di carriera.,Résumez votre parcours et votre objectif de carrière,Vat jouw carrièredoelen samen.,Summarise your career goals,Résumez votre parcours et votre objectif de carrière,Nenne deine Karriereziele,Résumez votre parcours et votre objectif de carrière,Nenne deine Karriereziele,Summarise your career goals,Nenne deine Karriereziele,Summarise your career goals,Przedstaw swoje cele zawodowe,Tee yhteenveto uratavoitteistasi,Resume tu experiencia y tu objetivo profesional,Shrň své kariérní cíle,Összegezd karriercéljaid
temp,TRUE,Temp,Befristet,Temp,Temp,CDD,Temp,CDD,Tijdelijk,Tillfällig,Contratto a tempo determinato,CDD,Tijdelijk,Temp,CDD,Befristet,CDD,Befristet,Temp,Befristet,Temp,Tymczasowy,Määräaikainen,Contrato a tiempo determinado,Dočasný,Alkalmi
terms_url,TRUE,http://inside.monster.com/terms-of-use?intcid=swoop_Footer_Terms_of_Use,http://datenschutz.monster.de/nutzungsbedingungen,http://inside.monster.ca/terms-of-use,http://inside.monster.co.uk/terms-of-use?intcid=swoop_Footer_Terms_of_Use,http://donnees.monster.fr/conditions-utilisation,http://interne.monster.ca/conditions-utilisation?intcid=swoop_Footer_Conditions_dutilisation,http://donnees.monster.fr/conditions-utilisation,http://inside.monsterboard.nl/voorwaarden,http://integritet.monster.se/villkor,http://archivio.monster.it/termini,http://donnees.monster.be/conditions-utilisation,http://inside.du.monster.be/gebruiksvoorwaarden,http://inside.monster.be/terms-of-use?intcid=swoop_Footer_Terms_of_Use,http://donnees.monster.ch/conditions-utilisation,http://datenschutz.monster.ch/nutzungsbedingungen,http://donnees.monster.lu/conditions-utilisation,http://datenschutz.monster.lu/nutzungsbedingungen,http://inside.monster.lu/terms-of-use?intcid=swoop_Footer_Terms_of_Use,http://datenschutz.monster.at/nutzungsbedingungen,http://inside.monster.ie/terms-of-use,http://inside.monsterpolska.pl/terms-of-use?intcid=swoop_Footer_Terms_of_Use,http://yksityisyys.monster.fi/terms-of-use?intcid=swoop_Footer_Kayttoehdot,http://datos.monster.es/condiciones,http://inside.monster.cz/terms-of-use,http://inside.monster.hu/terms-of-use
three_days,TRUE,Three Days,Drei Tage,Three Days,Three Days,3 jours,3 jours,3 jours,3 Dagen,Tre dagar,3 giorni,3 jours,3 Dagen,Three Days,3 jours,Drei Tage,3 jours,Drei Tage,Three Days,Drei Tage,Three Days,Trzy dni,Kolme päivää,3 días,Tři dny,3 nap
title,TRUE,Title,(Angestrebter) Jobtitel,Title,Title,Titre de poste,Titre de poste,Titre de poste,Functietitel,Titel,Posizione Lavorativa,Titre de poste,Titel,Title,Titre de poste,(Angestrebter) Jobtitel,Titre de poste,(Angestrebter) Jobtitel,Title,(Angestrebter) Jobtitel,Title,Tytuł,Otsikko,Título del puesto,Nadpis,Pozíció
try_hire,TRUE,Looking to Hire?,Suchen Sie Mitarbeiter?,Looking to Hire?,Looking to Hire?,Vous recrutez ?,Êtes-vous à la recherche?,Vous recrutez ?,Op zoek naar personeel?,Letar du talanger?,Cerchi candidati?,Vous recrutez ?,Op zoek naar personeel?,Looking to Hire?,Vous recrutez ?,Suchen Sie Mitarbeiter?,Vous recrutez ?,Suchen Sie Mitarbeiter?,Looking to Hire?,Suchen Sie Mitarbeiter?,Looking to Hire?,Szukasz pracownika?,Etsitkö työntekijää?,¿Necesita contratar?,Hledáte zaměstnance?,Szakembert keres?
type,TRUE,Type,Vertragsart,Type,Type,Type,Type,Type,Type,Typ,Tipo,Type,Type,Type,Type,Vertragsart,Type,Vertragsart,Type,Vertragsart,Type,Wpisz,tyyppi,Tipo,Typ,Munkaidő
unable_to_submit,TRUE,"Can\'t submit, please check back later","Bewerbung konnte nicht versendet werden, bitte probiere es später erneut.","Can\'t submit, please check back later","Can\'t submit, please check back later","Envoi impossible, veuillez réessayer ultérieurement.","Impossible d'envoyer, veuillez réessayer ultérieurement","Envoi impossible, veuillez réessayer ultérieurement.","We kunnen het niet versturen, check later opnieuw","Det gick inte att skicka, vänligen försök senare","Impossibile inviare, riprova più tardi.","Envoi impossible, veuillez réessayer ultérieurement.","We kunnen het niet versturen, check later opnieuw","Can\'t submit, please check back later","Envoi impossible, veuillez réessayer ultérieurement.","Bewerbung konnte nicht versendet werden, bitte probiere es später erneut.","Envoi impossible, veuillez réessayer ultérieurement.","Bewerbung konnte nicht versendet werden, bitte probiere es später erneut.","Can\'t submit, please check back later","Bewerbung konnte nicht versendet werden, bitte probiere es später erneut.","Can\'t submit, please check back later",Problemy z wysłaniem formularza. Spróbuj później.,Lähetys ei onnistu. Yirtä myöhemmin uudelleen.,"Envío imposible, inténtalo más tarde.","Nelze potvrdit, zkuste to znova.","Nem sikerült beküldeni, kérjük, próbáld meg később."
undo,TRUE,Undo,Rückgängig,Undo,Undo,Annuler,Annuler,Annuler,Ongedaan maken,Ångra,Annulla,Annuler,Ongedaan maken,Undo,Annuler,Rückgängig,Annuler,Rückgängig,Undo,Rückgängig,Undo,Wstecz,Kumoa,Cancelar,Vrátit,Mégse
unsave,TRUE,Unsave,Entfernen,Unsave,Unsave,Supprimer,Supprimer,Supprimer,Verwijderen,Radera,Annulla salvataggio,Supprimer,Verwijderen,Unsave,Supprimer,Entfernen,Supprimer,Entfernen,Unsave,Entfernen,Unsave,Cofnij zapisanie,Poista tallennus,Suprimir,Odstranit,Mentés visszavonása
update,TRUE,Update,Aktualisieren,Update,Update,Mettre à jour,Mettre à jour,Mettre à jour,Update,Uppdatera,Aggiorna,Mettre à jour,Update,Update,Mettre à jour,Aktualisieren,Mettre à jour,Aktualisieren,Update,Aktualisieren,Update,Aktualizuj,Päivitä,Actualizar,Doplnit,Frissítés
update_resume,TRUE,Update Resume,Lebenslauf austauschen,Update Resume,Update CV,Mettre à jour le CV,Télécharger un CV,Mettre à jour le CV,Update cv,Uppdatera CV,Aggiorna CV,Mettre à jour le CV,Update cv,Update CV,Mettre à jour le CV,Lebenslauf austauschen,Mettre à jour le CV,Lebenslauf austauschen,Update CV,Lebenslauf austauschen,Update CV,Uaktualnij CV,Päivitä ansioluettelo,Actualizar el CV,Doplnit CV,Önéletrajz frissítése
update_resume_message,TRUE,Your resume is saved. Click below if you\'d like to update it.,Dein Lebenslauf wurde gespeichert. Du kannst diesen jederzeit austauschen.,Your resume is saved. Click below if you\'d like to update it.,Your CV is saved. Click below if you\'d like to update it.,"Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.","Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.","Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.",Jouw cv is bewaard. Klik hieronder als je dat wilt updaten.,Ditt CV har sparats. Tryck nedan om du vill uppdatera det.,Il tuo CV è stato salvato. Clicca sotto per aggiornarlo.,"Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.",Jouw cv is bewaard. Klik hieronder als je dat wilt updaten.,Your CV is saved. Click below if you\'d like to update it.,"Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.",Dein Lebenslauf wurde gespeichert. Du kannst diesen jederzeit austauschen.,"Votre CV est sauvegardé, cliquez ci-dessous si vous souhaitez le mettre à jour.",Dein Lebenslauf wurde gespeichert. Du kannst diesen jederzeit austauschen.,Your CV is saved. Click below if you\'d like to update it.,Dein Lebenslauf wurde gespeichert. Du kannst diesen jederzeit austauschen.,Your CV is saved. Click below if you\'d like to update it.,"Twoje CV zostało zapisane. Kliknij poniżej, jeśli chcesz je zmienić","Ansioluettelosi on tallennettu.Paina alla olevaa painiketta, jos haluat päivittää tietoja.",Tu CV ha sido guardado. Haz clic aquí si deseas actualizarlo.,Životopis byl uložen. Klik níže pro upravení.,"Önéletrajzod elmentettük. Kattints lent, ha frissítenéd."
